app,algo,persona,episode,ep_len,ep_return,timestamp_ms,ale_score,deaths,episode_ale_score,pellets,score_delta,steps,unique_tiles
pacman,a2c,pacman_survivor,19,549,72.71894836425781,1761511760149,62895.949999999844,3.0,72.71999999999974,20.0,82210.0,150975.0,225.0
pacman,a2c,pacman_survivor,19,697,128.94859313964844,1761511760881,80834.0300000001,3.0,128.94999999999942,25.0,114750.0,243253.0,304.0
pacman,a2c,pacman_survivor,19,497,30.13932228088379,1761511761984,51419.509999999966,3.0,30.140000000000256,16.0,64320.0,123753.0,203.0
pacman,a2c,pacman_survivor,20,499,20.159379959106445,1761511762295,47844.77,3.0,20.160000000000394,15.0,60970.0,124750.0,219.0
pacman,a2c,pacman_survivor,18,583,22.71941566467285,1761511762801,48973.66000000008,3.0,22.720000000000752,15.0,70590.0,170236.0,223.0
pacman,a2c,pacman_survivor,20,539,41.90000915527344,1761511763450,25128.900000000198,3.0,41.90000000000079,17.0,44240.0,145530.0,233.0
pacman,a2c,pacman_survivor,20,465,100.28904724121094,1761511763894,57066.43999999993,3.0,100.28999999999957,23.0,69940.0,108345.0,174.0
pacman,a2c,pacman_survivor,20,417,149.879638671875,1761511764951,39518.140000000145,3.0,149.88000000000045,28.0,51660.0,87153.0,177.0
pacman,a2c,pacman_survivor,20,499,71.04946899414062,1761511767168,46724.87000000004,3.0,71.05000000000051,20.0,63460.0,124750.0,208.0
pacman,a2c,pacman_survivor,20,539,72.57998657226562,1761511768459,29217.200000000234,3.0,72.58000000000081,20.0,48180.0,145530.0,241.0
pacman,a2c,pacman_survivor,20,569,155.22894287109375,1761511769976,71833.56000000017,3.0,155.2299999999998,28.0,95900.0,162165.0,256.0
pacman,a2c,pacman_survivor,21,497,101.51878356933594,1761511770416,68818.13999999978,3.0,101.51999999999921,23.0,81370.0,123753.0,201.0
pacman,a2c,pacman_survivor,21,643,106.43881225585938,1761511771318,72852.09000000008,3.0,106.43999999999983,23.0,97740.0,207046.0,255.0
pacman,a2c,pacman_survivor,19,645,45.759864807128906,1761511771853,48491.1600000005,3.0,45.76000000000171,17.0,79040.0,208335.0,301.0
pacman,a2c,pacman_survivor,21,497,101.72872924804688,1761511771940,65178.52999999982,3.0,101.72999999999914,23.0,77780.0,123753.0,222.0
pacman,a2c,pacman_survivor,21,573,155.26844787597656,1761511771940,87909.40999999967,3.0,155.26999999999887,28.0,106140.0,164451.0,248.0
pacman,a2c,pacman_survivor,22,469,80.46965026855469,1761511776962,37331.13000000021,3.0,80.47000000000062,21.0,54190.0,110215.0,220.0
pacman,a2c,pacman_survivor,21,725,48.16895294189453,1761511777321,73137.72999999998,3.0,48.17000000000046,17.0,103700.0,263175.0,302.0
pacman,a2c,pacman_survivor,22,475,131.59938049316406,1761511777969,47708.32000000013,3.0,131.60000000000016,26.0,64870.0,113050.0,215.0
pacman,a2c,pacman_survivor,21,727,190.7882080078125,1761511778649,106632.3199999998,3.0,190.7899999999989,27.0,131470.0,264628.0,358.0
pacman,a2c,pacman_survivor,22,491,70.90006256103516,1761511778806,32717.740000000264,3.0,70.9000000000012,20.0,53070.0,120786.0,217.0
pacman,a2c,pacman_survivor,21,649,137.66815185546875,1761511779078,99519.00999999966,3.0,137.66999999999865,26.0,122250.0,210925.0,300.0
pacman,a2c,pacman_survivor,20,539,92.66964721679688,1761511779412,42288.12000000026,3.0,92.67000000000087,22.0,61070.0,145530.0,210.0
pacman,a2c,pacman_survivor,22,825,173.68792724609375,1761511783548,126593.73999999986,3.0,173.6899999999989,25.0,169090.0,340725.0,394.0
pacman,a2c,pacman_survivor,22,469,59.80988311767578,1761511783984,36155.630000000194,3.0,59.81000000000101,19.0,53100.0,110215.0,194.0
pacman,a2c,pacman_survivor,23,549,72.61896514892578,1761511784752,61508.09999999986,3.0,72.61999999999979,20.0,80860.0,150975.0,215.0
pacman,a2c,pacman_survivor,23,507,101.61917114257812,1761511785145,51522.19999999995,3.0,101.61999999999998,23.0,68830.0,128778.0,181.0
pacman,a2c,pacman_survivor,23,469,80.36964416503906,1761511785452,37917.72000000019,3.0,80.37000000000066,21.0,54780.0,110215.0,210.0
pacman,a2c,pacman_survivor,22,495,182.908935546875,1761511786076,69719.94999999981,3.0,182.90999999999943,31.0,86740.0,122760.0,186.0
pacman,a2c,pacman_survivor,22,539,92.849853515625,1761511786277,35753.780000000304,3.0,92.85000000000096,22.0,54640.0,145530.0,228.0
pacman,a2c,pacman_survivor,21,549,93.28855895996094,1761511787155,62507.979999999836,3.0,93.28999999999903,22.0,79740.0,150975.0,242.0
pacman,a2c,pacman_survivor,23,485,131.7093505859375,1761511790787,54334.580000000184,3.0,131.71000000000018,26.0,72130.0,117855.0,196.0
pacman,a2c,pacman_survivor,24,451,120.43943786621094,1761511791083,43289.57000000014,3.0,120.44000000000011,25.0,58410.0,101926.0,191.0
